customer_id_num,customer_age,customer_gender,item_id_num,item_category_num,item_price,item_color,item_avg_rating,item_years_since_release,customer_item_views,purchase_device_num,label
1,28,1,15,3,1055.37,5,3.41,1.16,8,0,1
10,27,1,34,2,1021.87,4,3.44,2.14,3,0,1
44,20,1,76,1,1444.44,4,3.5,0.66,3,1,1
6,27,1,4,3,1487.42,6,3.45,1.63,5,0,1
46,19,2,8,1,1472.85,6,3.46,2.42,7,0,1
40,23,2,59,2,1322.07,5,3.85,0.51,6,0,1
87,24,2,30,2,1441.13,4,3.16,0.1,4,0,1
112,23,2,58,1,1021.15,4,3.83,0.19,3,0,1
99,25,1,45,3,1340.38,1,2.63,0.16,11,0,1
98,26,0,83,1,1012.6,5,3.57,0.3,4,0,1
37,18,1,54,2,1433.47,5,3.52,2.52,5,0,1
86,21,2,30,2,1441.13,4,3.16,0.1,2,0,1
140,19,2,31,1,1029.76,5,3.23,0.84,7,1,1
115,23,2,41,2,1490.05,1,3.36,1.39,7,0,1
34,22,2,58,1,1021.15,4,3.83,0.19,7,0,1
115,23,2,60,3,1429.48,1,3.54,2.69,2,0,1
134,20,2,60,3,1429.48,1,3.54,2.69,4,0,1
29,20,1,41,2,1490.05,1,3.36,1.39,7,0,1
99,25,1,89,1,1173.26,4,3.39,2.17,5,0,1
34,22,2,64,2,1008.78,5,3.62,1.35,3,0,1
61,29,0,8,1,1472.85,6,3.46,2.42,4,1,1
101,29,1,61,2,1398.12,6,2.88,0.38,2,0,1
69,25,1,62,2,1007.35,4,3.7,0.87,4,0,1
78,29,2,89,1,1173.26,4,3.39,2.17,3,0,1
142,22,0,92,1,1469.53,1,4.22,0.21,6,0,1
142,22,0,82,3,1489.26,1,3.72,1.32,5,0,1
58,20,2,29,1,1253.71,5,3.51,2.61,5,0,1
133,28,1,63,3,1438.82,4,3.47,1.69,6,0,1
142,22,0,75,1,1290.04,6,3.53,2.45,1,0,1
16,19,2,16,1,1356.01,1,3.85,0.64,7,0,1
128,18,2,97,3,1126.68,1,3.33,1.07,6,1,1
106,20,2,75,1,1290.04,6,3.53,2.45,2,0,1
30,26,1,99,1,1072.19,1,3.62,1.81,3,0,1
11,24,2,4,3,1487.42,6,3.45,1.63,8,0,1
90,22,2,14,3,1006.3,6,3.28,1.25,5,0,1
107,24,2,1,2,1489.82,5,3.74,0.61,9,0,1
149,28,1,28,1,1268.5,4,3.4,2.59,3,0,1
76,21,2,4,3,1487.42,6,3.45,1.63,6,0,1
120,22,1,5,2,1281.0,1,3.2,1.27,8,0,1
63,22,1,67,1,1362.81,4,3.31,2.18,3,1,1
93,29,1,87,3,1190.72,4,3.46,1.93,6,1,1
115,23,2,26,2,1300.33,5,,0.12,4,0,1
149,28,1,43,1,1103.65,4,4.0,1.33,6,1,1
76,21,2,25,3,1474.05,5,3.94,1.22,6,0,1
150,24,2,43,1,1103.65,4,4.0,1.33,2,0,1
132,18,1,63,3,1438.82,4,3.47,1.69,8,0,1
3,25,2,39,3,1482.01,1,3.49,0.61,2,0,1
17,29,1,100,2,1382.22,1,3.44,0.06,3,0,1
92,20,1,26,2,1300.33,5,,0.12,4,0,1
108,27,1,71,2,1080.84,5,3.41,2.7,5,0,1
15,25,2,44,2,1482.01,1,3.19,2.41,6,0,1
98,26,0,54,2,1433.47,5,3.52,2.52,14,0,1
96,27,1,3,3,1079.45,5,3.02,0.46,5,0,1
108,27,1,47,1,1320.1,4,3.93,0.71,4,0,1
80,22,2,24,3,1258.72,5,3.65,1.55,7,0,1
129,20,0,2,3,1093.05,1,3.54,2.59,13,0,1
66,25,1,46,2,1432.79,1,2.83,0.06,4,0,1
11,24,2,61,2,1398.12,6,2.88,0.38,6,1,1
80,22,2,62,2,1007.35,4,3.7,0.87,4,0,1
51,20,1,68,2,1404.93,6,3.16,0.84,3,0,1
113,21,1,94,2,1457.27,4,4.05,0.19,8,0,1
36,18,2,10,3,1439.79,4,3.63,1.07,3,1,1
117,21,2,76,1,1444.44,4,3.5,0.66,7,1,1
62,20,1,37,2,1071.3,5,3.35,1.17,4,0,1
90,22,2,96,3,1475.75,1,3.07,0.95,2,0,1
23,18,1,70,1,1318.27,5,3.59,2.04,2,0,1
123,23,1,60,3,1429.48,1,3.54,2.69,8,1,1
117,21,2,68,2,1404.93,6,3.16,0.84,7,0,1
105,21,2,58,1,1021.15,4,3.83,0.19,2,1,1
43,23,2,7,2,1360.0,1,3.06,0.27,6,0,1
67,28,1,8,1,1472.85,6,3.46,2.42,3,0,1
145,21,2,83,1,1012.6,5,3.57,0.3,5,0,1
108,27,1,15,3,1055.37,5,3.41,1.16,4,1,1
140,19,2,1,2,1489.82,5,3.74,0.61,6,1,1
23,18,1,71,2,1080.84,5,3.41,2.7,3,0,1
142,22,0,75,1,1290.04,6,3.53,2.45,6,0,1
31,28,0,63,3,1438.82,4,3.47,1.69,8,1,1
6,27,1,15,3,1055.37,5,3.41,1.16,3,0,1
82,23,2,67,1,1362.81,4,3.31,2.18,8,0,1
101,29,1,37,2,1071.3,5,3.35,1.17,5,1,1
5,23,2,78,1,1022.7,5,3.26,1.01,6,0,1
113,21,1,76,1,1444.44,4,3.5,0.66,11,0,1
19,28,1,49,2,1495.27,5,3.41,1.71,8,1,1
81,18,2,54,2,1433.47,5,3.52,2.52,4,0,1
137,27,1,8,1,1472.85,6,3.46,2.42,6,0,1
102,18,1,4,3,1487.42,6,3.45,1.63,5,0,1
21,29,1,37,2,1071.3,5,3.35,1.17,6,0,1
1,28,1,43,1,1103.65,4,4.0,1.33,3,0,1
113,21,1,60,3,1429.48,1,3.54,2.69,5,0,1
86,21,2,59,2,1322.07,5,3.85,0.51,6,0,1
33,20,2,27,2,1302.04,1,3.15,1.95,4,0,1
113,21,1,71,2,1080.84,5,3.41,2.7,5,0,1
66,25,1,75,1,1290.04,6,3.53,2.45,5,0,1
143,23,1,44,2,1482.01,1,3.19,2.41,5,0,1
35,28,1,44,2,1482.01,1,3.19,2.41,5,0,1
92,20,1,34,2,1021.87,4,3.44,2.14,4,0,1
24,22,1,61,2,1398.12,6,2.88,0.38,7,1,1
35,28,1,21,1,1486.39,1,2.83,0.26,1,0,1
77,20,1,80,1,1271.24,1,3.96,0.07,4,1,1
96,27,1,17,1,1217.75,4,3.34,0.27,5,0,1
116,20,2,52,1,1355.06,6,3.37,2.22,8,1,1
59,18,2,34,2,1021.87,4,3.44,2.14,4,1,1
86,21,2,4,3,1487.42,6,3.45,1.63,4,1,1
43,23,2,81,3,1064.97,5,4.4,0.35,4,0,1
65,27,1,58,1,1021.15,4,3.83,0.19,6,1,1
76,21,2,16,1,1356.01,1,3.85,0.64,2,0,1
117,21,2,62,2,1007.35,4,3.7,0.87,5,1,1
37,18,1,82,3,1489.26,1,3.72,1.32,4,0,1
35,28,1,6,2,1490.65,6,3.57,2.5,6,0,1
22,22,2,59,2,1322.07,5,3.85,0.51,3,0,1
58,20,2,40,3,1417.74,5,3.42,1.22,5,1,1
108,27,1,26,2,1300.33,5,,0.12,3,0,1
149,28,1,34,2,1021.87,4,3.44,2.14,3,0,1
7,20,0,99,1,1072.19,1,3.62,1.81,9,0,1
109,28,1,95,3,1025.01,6,3.79,1.53,9,0,1
30,26,1,54,2,1433.47,5,3.52,2.52,5,0,1
107,24,2,63,3,1438.82,4,3.47,1.69,5,1,1
61,29,0,50,3,1329.27,4,3.54,2.38,5,0,1
130,26,1,26,2,1300.33,5,,0.12,5,0,1
85,26,2,82,3,1489.26,1,3.72,1.32,4,1,1
98,26,0,14,3,1006.3,6,3.28,1.25,7,0,1
87,24,2,92,1,1469.53,1,4.22,0.21,7,1,1
147,27,1,44,2,1482.01,1,3.19,2.41,6,0,1
134,20,2,73,1,1317.72,6,3.69,1.62,3,0,1
34,22,2,37,2,1071.3,5,3.35,1.17,6,1,1
16,19,2,30,2,1441.13,4,3.16,0.1,2,0,1
109,28,1,39,3,1482.01,1,3.49,0.61,5,0,1
34,22,2,82,3,1489.26,1,3.72,1.32,6,0,1
16,19,2,64,2,1008.78,5,3.62,1.35,9,0,1
59,18,2,78,1,1022.7,5,3.26,1.01,4,0,1
57,29,1,57,2,1001.91,6,3.53,1.84,6,0,1
103,28,2,48,3,1346.27,4,3.64,0.51,6,0,1
141,28,1,29,1,1253.71,5,3.51,2.61,4,1,1
71,29,1,13,1,1083.02,5,3.45,0.4,4,0,1
1,28,1,47,1,1320.1,4,3.93,0.71,6,0,1
121,21,1,75,1,1290.04,6,3.53,2.45,7,0,1
34,22,2,84,1,1312.51,4,3.61,1.32,9,0,1
55,26,1,75,1,1290.04,6,3.53,2.45,4,0,1
131,22,1,44,2,1482.01,1,3.19,2.41,5,0,1
121,21,1,72,1,1463.1,1,5.0,0.16,5,1,1
56,21,2,76,1,1444.44,4,3.5,0.66,6,0,1
32,18,2,52,1,1355.06,6,3.37,2.22,5,1,1
132,18,1,72,1,1463.1,1,5.0,0.16,10,0,1
106,20,2,37,2,1071.3,5,3.35,1.17,6,0,1
127,21,2,3,3,1079.45,5,3.02,0.46,5,0,1
33,20,2,11,3,1454.61,5,3.34,2.46,7,0,1
29,20,1,6,2,1490.65,6,3.57,2.5,4,0,1
143,23,1,19,3,1332.49,4,3.42,2.15,3,1,1
79,20,2,78,1,1022.7,5,3.26,1.01,3,0,1
82,23,2,29,1,1253.71,5,3.51,2.61,4,1,1
5,23,2,57,2,1001.91,6,3.53,1.84,9,0,1
92,20,1,16,1,1356.01,1,3.85,0.64,5,1,1
34,22,2,6,2,1490.65,6,3.57,2.5,7,0,1
90,22,2,85,2,1314.0,5,3.2,1.36,9,0,1
26,20,2,19,3,1332.49,4,3.42,2.15,6,0,1
135,22,2,72,1,1463.1,1,5.0,0.16,9,0,1
91,18,1,49,2,1495.27,5,3.41,1.71,4,0,1
117,21,2,17,1,1217.75,4,3.34,0.27,7,0,1
65,27,1,100,2,1382.22,1,3.44,0.06,3,1,1
86,21,2,44,2,1482.01,1,3.19,2.41,8,1,1
143,23,1,9,2,1489.03,4,3.26,2.06,3,0,1
103,28,2,38,1,1182.3,4,3.52,1.01,4,0,1
92,20,1,10,3,1439.79,4,3.63,1.07,6,1,1
13,27,2,70,1,1318.27,5,3.59,2.04,4,0,1
148,25,1,27,2,1302.04,1,3.15,1.95,4,1,1
89,27,0,37,2,1071.3,5,3.35,1.17,7,0,1
37,18,1,41,2,1490.05,1,3.36,1.39,6,0,1
92,20,1,21,1,1486.39,1,2.83,0.26,4,1,1
49,18,2,72,1,1463.1,1,5.0,0.16,6,0,1
130,26,1,44,2,1482.01,1,3.19,2.41,1,0,1
110,27,2,97,3,1126.68,1,3.33,1.07,1,0,1
70,21,1,21,1,1486.39,1,2.83,0.26,4,0,1
7,20,0,47,1,1320.1,4,3.93,0.71,5,0,1
1,28,1,62,2,1007.35,4,3.7,0.87,6,1,1
95,20,2,75,1,1290.04,6,3.53,2.45,6,0,1
5,23,2,23,2,1142.65,5,3.65,1.99,6,0,1
1,28,1,67,1,1362.81,4,3.31,2.18,3,1,1
122,26,1,66,2,1236.9,4,3.57,2.13,4,0,1
23,18,1,96,3,1475.75,1,3.07,0.95,3,0,1
43,23,2,6,2,1490.65,6,3.57,2.5,7,0,1
49,18,2,86,3,1202.26,4,3.47,2.4,6,0,1
103,28,2,5,2,1281.0,1,3.2,1.27,5,1,1
55,26,1,39,3,1482.01,1,3.49,0.61,6,0,1
73,23,2,30,2,1441.13,4,3.16,0.1,10,0,1
22,22,2,50,3,1329.27,4,3.54,2.38,4,0,1
30,26,1,46,2,1432.79,1,2.83,0.06,3,1,1
149,28,1,99,1,1072.19,1,3.62,1.81,9,0,1
119,25,1,45,3,1340.38,1,2.63,0.16,4,0,1
115,23,2,62,2,1007.35,4,3.7,0.87,4,0,1
40,23,2,31,1,1029.76,5,3.23,0.84,2,0,1
62,20,1,21,1,1486.39,1,2.83,0.26,5,0,1
9,21,2,3,3,1079.45,5,3.02,0.46,1,0,1
71,29,1,38,1,1182.3,4,3.52,1.01,4,1,1
45,24,2,87,3,1190.72,4,3.46,1.93,9,0,1
147,27,1,64,2,1008.78,5,3.62,1.35,4,1,1
85,26,2,68,2,1404.93,6,3.16,0.84,4,1,1
100,19,1,12,3,1143.57,5,3.31,1.42,5,0,1
21,29,1,89,1,1173.26,4,3.39,2.17,5,0,1
149,28,1,30,2,1441.13,4,3.16,0.1,4,0,1
6,27,1,70,1,1318.27,5,3.59,2.04,6,0,1
98,26,0,81,3,1064.97,5,4.4,0.35,5,1,1
43,23,2,49,2,1495.27,5,3.41,1.71,6,0,1
130,26,1,52,1,1355.06,6,3.37,2.22,1,0,1
54,19,2,87,3,1190.72,4,3.46,1.93,3,0,1
93,29,1,33,2,1318.94,4,3.34,1.0,6,1,1
44,20,1,84,1,1312.51,4,3.61,1.32,6,1,1
30,26,1,43,1,1103.65,4,4.0,1.33,5,0,1
68,24,2,17,1,1217.75,4,3.34,0.27,8,0,1
109,28,1,4,3,1487.42,6,3.45,1.63,7,0,1
42,23,1,15,3,1055.37,5,3.41,1.16,4,0,1
2,24,1,15,3,1055.37,5,3.41,1.16,3,0,1
97,27,1,100,2,1382.22,1,3.44,0.06,5,0,1
131,22,1,10,3,1439.79,4,3.63,1.07,4,1,1
75,25,1,34,2,1021.87,4,3.44,2.14,7,0,1
97,27,1,50,3,1329.27,4,3.54,2.38,7,0,1
70,21,1,38,1,1182.3,4,3.52,1.01,1,0,1
123,23,1,55,1,1144.99,1,3.55,2.64,6,0,1
60,20,0,37,2,1071.3,5,3.35,1.17,3,0,1
14,29,1,88,2,1216.01,1,3.49,1.17,5,0,1
132,18,1,58,1,1021.15,4,3.83,0.19,9,0,1
51,20,1,12,3,1143.57,5,3.31,1.42,2,0,1
149,28,1,73,1,1317.72,6,3.69,1.62,6,0,1
117,21,2,13,1,1083.02,5,3.45,0.4,3,0,1
99,25,1,54,2,1433.47,5,3.52,2.52,2,0,1
70,21,1,41,2,1490.05,1,3.36,1.39,4,1,1
12,19,2,61,2,1398.12,6,2.88,0.38,7,0,1
109,28,1,26,2,1300.33,5,,0.12,6,0,1
34,22,2,44,2,1482.01,1,3.19,2.41,2,1,1
104,20,2,56,3,1374.32,5,3.37,1.11,4,0,1
106,20,2,71,2,1080.84,5,3.41,2.7,10,0,1
138,18,2,16,1,1356.01,1,3.85,0.64,4,0,1
120,22,1,38,1,1182.3,4,3.52,1.01,5,0,1
86,21,2,11,3,1454.61,5,3.34,2.46,7,0,1
40,23,2,68,2,1404.93,6,3.16,0.84,6,0,1
22,22,2,5,2,1281.0,1,3.2,1.27,6,0,1
100,19,1,16,1,1356.01,1,3.85,0.64,4,1,1
48,29,1,26,2,1300.33,5,,0.12,1,1,1
96,27,1,57,2,1001.91,6,3.53,1.84,6,0,1
6,27,1,65,1,1274.19,5,3.48,2.1,4,0,1
60,20,0,21,1,1486.39,1,2.83,0.26,5,0,1
12,19,2,7,2,1360.0,1,3.06,0.27,5,0,1
46,19,2,8,1,1472.85,6,3.46,2.42,8,0,1
81,18,2,55,1,1144.99,1,3.55,2.64,3,1,1
110,27,2,92,1,1469.53,1,4.22,0.21,3,0,1
3,25,2,45,3,1340.38,1,2.63,0.16,6,0,1
55,26,1,63,3,1438.82,4,3.47,1.69,4,0,1
82,23,2,40,3,1417.74,5,3.42,1.22,8,0,1
77,20,1,72,1,1463.1,1,5.0,0.16,4,0,1
78,29,2,86,3,1202.26,4,3.47,2.4,5,0,1
3,25,2,31,1,1029.76,5,3.23,0.84,4,0,1
96,27,1,99,1,1072.19,1,3.62,1.81,3,0,1
10,27,1,99,1,1072.19,1,3.62,1.81,5,0,1
134,20,2,6,2,1490.65,6,3.57,2.5,9,1,1
69,25,1,73,1,1317.72,6,3.69,1.62,7,0,1
47,19,1,76,1,1444.44,4,3.5,0.66,2,0,1
37,18,1,47,1,1320.1,4,3.93,0.71,4,1,1
30,26,1,86,3,1202.26,4,3.47,2.4,3,0,1
104,20,2,34,2,1021.87,4,3.44,2.14,2,0,1
113,21,1,10,3,1439.79,4,3.63,1.07,5,0,1
25,26,1,33,2,1318.94,4,3.34,1.0,3,0,1
27,21,2,31,1,1029.76,5,3.23,0.84,4,0,1
43,23,2,32,1,1274.79,5,3.53,2.42,8,0,1
5,23,2,43,1,1103.65,4,4.0,1.33,4,0,1
135,22,2,77,2,1405.44,4,3.59,2.62,3,0,1
120,22,1,72,1,1463.1,1,5.0,0.16,8,1,1
1,28,1,65,1,1274.19,5,3.48,2.1,4,0,1
45,24,2,41,2,1490.05,1,3.36,1.39,2,0,1
72,23,2,12,3,1143.57,5,3.31,1.42,6,0,1
24,22,1,45,3,1340.38,1,2.63,0.16,4,0,1
151,47,0,165,4,1191.02,3,3.26,1.43,5,1,1
152,42,1,154,6,1395.21,3,3.76,1.53,4,1,1
153,58,1,102,5,1147.21,3,3.58,2.55,5,0,1
154,46,0,150,4,1321.33,7,3.72,1.99,7,1,1
155,41,0,187,4,1482.97,3,3.89,1.46,8,0,1
156,54,2,189,4,1331.77,2,3.43,2.56,4,1,1
157,55,1,183,4,1288.22,3,3.52,1.98,4,1,1
158,56,1,156,6,1165.79,7,3.56,1.48,7,1,1
159,53,1,168,5,1305.08,7,3.29,1.9,5,1,1
161,53,2,175,5,1178.03,3,3.57,2.0,6,0,1
162,45,1,103,5,1097.98,2,3.62,1.45,8,0,1
163,44,0,121,4,1303.67,2,3.31,1.45,6,1,1
164,51,1,147,6,1406.74,2,3.35,1.99,4,1,1
165,49,0,120,5,1305.82,5,3.65,2.45,6,0,1
166,54,0,191,5,1245.53,3,3.58,1.95,4,1,1
167,58,0,122,4,1398.81,2,3.51,1.44,2,1,1
168,41,1,138,5,1361.3,3,3.69,0.53,10,0,1
169,45,1,185,4,1252.31,5,3.44,1.55,5,0,1
170,48,1,120,5,1305.82,5,3.65,2.45,1,1,1
171,43,0,164,6,1362.53,2,3.5,1.02,7,0,1
172,43,1,153,5,1062.17,7,3.25,1.44,5,0,1
173,45,0,173,5,1495.96,3,3.44,1.02,4,1,1
174,58,1,164,6,1362.53,2,3.5,1.02,2,1,1
175,43,1,153,5,1062.17,7,3.25,1.44,4,0,1
176,55,0,132,6,1012.82,3,3.6,2.4,3,0,1
177,50,0,179,5,1338.97,7,3.52,1.42,2,1,1
178,57,2,162,6,1426.37,7,3.44,2.01,4,1,1
179,52,2,137,6,1027.95,3,3.21,0.96,7,1,1
180,48,0,128,5,1286.02,5,3.84,0.95,7,1,1
181,42,0,156,6,1165.79,7,3.56,1.48,5,0,1
182,51,1,111,5,1087.1,7,3.28,1.97,2,1,1
183,51,1,142,6,1090.65,2,3.63,1.96,1,1,1
184,47,1,188,4,1298.08,7,3.57,1.43,4,1,1
185,42,1,124,6,1435.63,3,3.61,1.0,7,0,1
186,43,1,110,6,1268.96,3,3.53,1.91,5,0,1
187,47,1,200,4,1210.21,5,3.4,1.55,8,1,1
189,56,1,182,4,1268.32,7,3.68,2.41,4,0,1
190,47,0,126,6,1462.73,3,3.53,1.9,1,0,1
192,40,1,153,5,1062.17,7,3.25,1.44,7,0,1
193,40,0,175,5,1178.03,3,3.57,2.0,6,1,1
194,44,1,159,6,1488.64,7,3.43,1.43,7,0,1
195,54,1,175,5,1178.03,3,3.57,2.0,8,1,1
196,47,0,161,6,1437.42,2,3.36,1.93,6,0,1
197,41,1,171,5,1028.06,5,3.56,1.48,8,1,1
198,50,1,165,4,1191.02,3,3.26,1.43,2,1,1
199,47,1,112,5,1245.12,2,3.43,2.04,2,1,1
200,53,0,104,4,1336.4,5,3.48,2.5,6,1,1
201,57,0,113,5,1449.2,3,3.63,1.97,6,1,1
202,43,1,102,5,1147.21,3,3.58,2.55,4,1,1
203,49,1,199,6,1466.02,7,3.89,0.96,3,1,1
204,53,0,111,5,1087.1,7,3.28,1.97,7,1,1
205,53,0,112,5,1245.12,2,3.43,2.04,8,1,1
208,48,1,182,4,1268.32,7,3.68,2.41,3,1,1
209,45,1,109,6,1248.31,3,3.37,1.95,9,0,1
210,50,0,104,4,1336.4,5,3.48,2.5,2,1,1
211,46,2,196,5,1474.83,3,3.66,1.55,5,1,1
212,50,2,163,4,1401.11,5,3.63,2.55,3,1,1
213,46,1,192,4,1125.13,3,3.54,1.41,6,1,1
215,58,0,145,4,1294.96,3,3.4,0.9,3,0,1
216,52,0,102,5,1147.21,3,3.58,2.55,3,0,1
217,53,0,113,5,1449.2,3,3.63,1.97,6,0,1
218,45,0,123,5,1047.24,7,3.63,2.5,7,0,1
219,46,1,123,5,1047.24,7,3.63,2.5,10,1,1
220,41,1,128,5,1286.02,5,3.84,0.95,6,0,1
221,47,1,184,4,1176.65,3,3.65,1.02,4,1,1
222,47,0,145,4,1294.96,3,3.4,0.9,3,0,1
223,40,2,130,4,1350.16,2,3.47,0.03,1,0,1
224,53,0,133,6,1369.52,5,3.41,1.93,6,1,1
225,59,1,108,4,1259.76,7,3.84,1.52,8,1,1
226,55,2,130,4,1350.16,2,3.47,0.03,7,1,1
227,58,0,101,5,1286.09,2,3.87,1.04,10,1,1
229,49,2,188,4,1298.08,7,3.57,1.43,2,0,1
230,44,1,161,6,1437.42,2,3.36,1.93,5,1,1
231,42,1,120,5,1305.82,5,3.65,2.45,5,0,1
232,53,1,123,5,1047.24,7,3.63,2.5,8,1,1
233,56,0,163,4,1401.11,5,3.63,2.55,2,1,1
234,46,1,197,4,1038.31,5,3.33,0.89,3,1,1
235,52,0,101,5,1286.09,2,3.87,1.04,6,1,1
236,49,1,128,5,1286.02,5,3.84,0.95,4,1,1
237,45,1,187,4,1482.97,3,3.89,1.46,6,0,1
238,45,0,126,6,1462.73,3,3.53,1.9,8,1,1
239,46,1,142,6,1090.65,2,3.63,1.96,2,1,1
240,53,0,147,6,1406.74,2,3.35,1.99,9,1,1
241,58,1,133,6,1369.52,5,3.41,1.93,5,1,1
242,50,0,191,5,1245.53,3,3.58,1.95,6,1,1
243,46,1,109,6,1248.31,3,3.37,1.95,3,1,1
244,44,0,128,5,1286.02,5,3.84,0.95,4,1,1
245,58,2,153,5,1062.17,7,3.25,1.44,3,0,1
246,52,0,125,5,1374.64,7,3.27,0.02,7,1,1
247,47,0,152,6,1096.19,5,3.72,0.43,4,1,1
248,49,2,112,5,1245.12,2,3.43,2.04,2,0,1
249,51,0,122,4,1398.81,2,3.51,1.44,5,1,1
250,58,1,181,6,1176.0,2,3.45,1.48,4,0,1
210,50,0,109,6,1248.31,3,3.37,1.95,11,0,1
203,49,1,154,6,1395.21,3,3.76,1.53,5,1,1
201,57,0,198,6,1431.13,5,3.08,0.89,3,0,1
160,53,1,153,5,1062.17,7,3.25,1.44,12,1,1
164,51,1,126,6,1462.73,3,3.53,1.9,4,0,1
191,58,0,133,6,1369.52,5,3.41,1.93,7,0,1
165,49,0,160,4,1047.75,5,3.75,2.48,5,1,1
211,46,2,141,5,1131.3,5,3.44,2.0,4,0,1
195,54,1,149,4,1362.35,3,3.49,0.52,5,1,1
172,43,1,151,4,1375.42,2,3.39,1.42,4,1,1
229,49,2,175,5,1178.03,3,3.57,2.0,4,1,1
194,44,1,178,4,1034.46,3,3.59,1.43,5,1,1
177,50,0,179,5,1338.97,7,3.52,1.42,1,1,1
203,49,1,153,5,1062.17,7,3.25,1.44,7,1,1
220,41,1,106,4,1131.28,5,3.41,0.98,4,0,1
166,54,0,138,5,1361.3,3,3.69,0.53,3,1,1
225,59,1,112,5,1245.12,2,3.43,2.04,8,1,1
219,46,1,176,5,1350.76,5,3.36,2.49,5,1,1
206,40,0,104,4,1336.4,5,3.48,2.5,3,0,1
177,50,0,143,5,1330.24,3,3.63,1.03,4,0,1
211,46,2,134,5,1213.95,2,3.56,1.51,5,1,1
216,52,0,145,4,1294.96,3,3.4,0.9,3,0,1
186,43,1,169,6,1012.73,7,3.21,1.46,2,1,1
213,46,1,109,6,1248.31,3,3.37,1.95,3,1,1
151,47,0,172,6,1418.78,3,3.52,0.02,4,1,1
187,47,1,181,6,1176.0,2,3.45,1.48,7,1,1
188,45,0,155,6,1186.21,3,3.36,1.98,2,1,1
206,40,0,122,4,1398.81,2,3.51,1.44,4,1,1
236,49,1,171,5,1028.06,5,3.56,1.48,8,0,1
151,47,0,144,5,1365.41,7,3.65,0.4,2,0,1
175,43,1,159,6,1488.64,7,3.43,1.43,8,1,1
233,56,0,144,5,1365.41,7,3.65,0.4,6,0,1
183,51,1,174,6,1107.15,2,3.4,0.48,7,1,1
151,47,0,178,4,1034.46,3,3.59,1.43,7,0,1
152,42,1,144,5,1365.41,7,3.65,0.4,7,1,1
207,54,1,122,4,1398.81,2,3.51,1.44,6,0,1
209,45,1,118,6,1318.55,5,3.42,2.01,7,1,1
217,53,0,200,4,1210.21,5,3.4,1.55,3,1,1
250,58,1,149,4,1362.35,3,3.49,0.52,4,0,1
192,40,1,179,5,1338.97,7,3.52,1.42,7,1,1
243,46,1,190,4,1184.29,3,3.58,1.56,4,1,1
154,46,0,198,6,1431.13,5,3.08,0.89,5,1,1
242,50,0,170,5,1290.47,5,3.54,1.55,6,1,1
175,43,1,181,6,1176.0,2,3.45,1.48,3,1,1
189,56,1,150,4,1321.33,7,3.72,1.99,4,1,1
209,45,1,175,5,1178.03,3,3.57,2.0,2,0,1
158,56,1,133,6,1369.52,5,3.41,1.93,2,0,1
205,53,0,161,6,1437.42,2,3.36,1.93,6,1,1
161,53,2,106,4,1131.28,5,3.41,0.98,6,0,1
194,44,1,117,4,1214.8,2,3.6,1.56,5,1,1
240,53,0,149,4,1362.35,3,3.49,0.52,4,1,1
201,57,0,170,5,1290.47,5,3.54,1.55,3,1,1
237,45,1,112,5,1245.12,2,3.43,2.04,5,0,1
216,52,0,114,5,1451.8,7,3.59,1.05,4,1,1
177,50,0,166,6,1215.76,7,3.47,0.95,6,1,1
214,47,1,137,6,1027.95,3,3.21,0.96,5,1,1
231,42,1,124,6,1435.63,3,3.61,1.0,3,1,1
176,55,0,129,4,1387.01,3,,0.01,6,1,1
201,57,0,181,6,1176.0,2,3.45,1.48,2,1,1
188,45,0,177,6,1188.75,5,3.35,2.0,5,1,1
210,50,0,121,4,1303.67,2,3.31,1.45,5,1,1
156,54,2,184,4,1176.65,3,3.65,1.02,5,1,1
209,45,1,172,6,1418.78,3,3.52,0.02,5,0,1
244,44,0,194,4,1016.8,3,3.45,2.56,4,1,1
177,50,0,112,5,1245.12,2,3.43,2.04,6,1,1
230,44,1,124,6,1435.63,3,3.61,1.0,10,1,1
177,50,0,152,6,1096.19,5,3.72,0.43,7,0,1
219,46,1,184,4,1176.65,3,3.65,1.02,4,1,1
208,48,1,192,4,1125.13,3,3.54,1.41,5,1,1
234,46,1,178,4,1034.46,3,3.59,1.43,6,0,1
245,58,2,196,5,1474.83,3,3.66,1.55,5,0,1
203,49,1,162,6,1426.37,7,3.44,2.01,6,0,1
176,55,0,101,5,1286.09,2,3.87,1.04,3,1,1
228,57,1,176,5,1350.76,5,3.36,2.49,1,0,1
226,55,2,102,5,1147.21,3,3.58,2.55,5,0,1
170,48,1,182,4,1268.32,7,3.68,2.41,4,1,1
162,45,1,182,4,1268.32,7,3.68,2.41,5,0,1
203,49,1,172,6,1418.78,3,3.52,0.02,4,1,1
227,58,0,185,4,1252.31,5,3.44,1.55,3,1,1
173,45,0,188,4,1298.08,7,3.57,1.43,9,1,1
189,56,1,131,4,1454.58,2,3.48,1.42,5,1,1
233,56,0,128,5,1286.02,5,3.84,0.95,2,0,1
210,50,0,142,6,1090.65,2,3.63,1.96,6,0,1
168,41,1,166,6,1215.76,7,3.47,0.95,4,1,1
202,43,1,150,4,1321.33,7,3.72,1.99,3,1,1
197,41,1,172,6,1418.78,3,3.52,0.02,4,0,1
217,53,0,146,4,1466.17,7,3.51,1.52,4,1,1
152,42,1,197,4,1038.31,5,3.33,0.89,6,1,1
