purchase_id,customer_id_num,customer_age,customer_gender,item_id_num,item_title_num,item_category_num,item_price,item_color,item_avg_rating,item_num_ratings,item_years_since_release,purchase_timestamp,customer_item_views,purchase_item_rating,purchase_device_num,label
2009,213,46,1,192,98,4.0,1125.13,3,3.54,27,1.41,2024-05-14,6,,1,1
2011,215,58,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-11-02,3,5.0,0,1
2012,216,52,0,102,63,5.0,1147.21,3,3.58,39,2.55,2023-03-24,3,,0,1
2013,217,53,0,113,77,5.0,1449.2,3,3.63,31,1.97,2023-10-09,6,,0,1
2014,218,45,0,123,77,5.0,1047.24,7,3.63,51,2.5,2023-04-09,7,,0,1
2015,219,46,1,123,77,5.0,1047.24,7,3.63,51,2.5,2023-04-08,10,,1,1
2016,220,41,1,128,84,5.0,1286.02,5,3.84,14,0.95,2024-10-22,6,3.5,0,1
2017,221,47,1,184,99,4.0,1176.65,3,3.65,22,1.02,2024-09-28,4,,1,1
2018,222,47,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-11-03,3,,0,1
2019,223,40,2,130,90,4.0,1350.16,2,3.47,1,0.03,2025-09-23,1,,0,1
2020,224,53,0,133,62,6.0,1369.52,5,3.41,56,1.93,2023-11-08,6,,1,1
2021,225,59,1,108,100,4.0,1259.76,7,3.84,39,1.52,2024-04-07,8,,1,1
2022,226,55,2,130,90,4.0,1350.16,2,3.47,1,0.03,2025-09-22,7,,1,1
2023,227,58,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-09,10,,1,1
2025,229,49,2,188,86,4.0,1298.08,7,3.57,33,1.43,2024-04-23,2,,0,1
2026,230,44,1,161,92,6.0,1437.42,2,3.36,42,1.93,2023-10-19,5,,1,1
2027,231,42,1,120,74,5.0,1305.82,5,3.65,63,2.45,2023-04-16,5,,0,1
2028,232,53,1,123,77,5.0,1047.24,7,3.63,51,2.5,2023-04-08,8,,1,1
2029,233,56,0,163,61,4.0,1401.11,5,3.63,52,2.55,2023-03-22,2,,1,1
2030,234,46,1,197,101,4.0,1038.31,5,3.33,16,0.89,2024-11-18,3,,1,1
2031,235,52,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-11,6,,1,1
2032,236,49,1,128,84,5.0,1286.02,5,3.84,14,0.95,2024-10-19,4,,1,1
2033,237,45,1,187,65,4.0,1482.97,3,3.89,29,1.46,2024-04-24,6,5.0,0,1
2034,238,45,0,126,91,6.0,1462.73,3,3.53,38,1.9,2023-11-11,8,,1,1
2035,239,46,1,142,85,6.0,1090.65,2,3.63,49,1.96,2023-10-31,2,3.5,1,1
2036,240,53,0,147,73,6.0,1406.74,2,3.35,46,1.99,2023-09-30,9,,1,1
2037,241,58,1,133,62,6.0,1369.52,5,3.41,56,1.93,2023-10-23,5,,1,1
2038,242,50,0,191,75,5.0,1245.53,3,3.58,51,1.95,2023-10-27,6,,1,1
2039,243,46,1,109,96,6.0,1248.31,3,3.37,24,1.95,2023-10-31,3,4.0,1,1
2040,244,44,0,128,84,5.0,1286.02,5,3.84,14,0.95,2024-11-07,4,3.5,1,1
2041,245,58,2,153,79,5.0,1062.17,7,3.25,36,1.44,2024-04-24,3,4.5,0,1
2042,246,52,0,125,102,5.0,1374.64,7,3.27,1,0.02,2025-10-13,7,3.0,1,1
2043,247,47,0,152,103,6.0,1096.19,5,3.72,12,0.43,2025-05-11,4,4.0,1,1
2044,248,49,2,112,94,5.0,1245.12,2,3.43,65,2.04,2023-09-26,2,,0,1
2045,249,51,0,122,76,4.0,1398.81,2,3.51,23,1.44,2024-04-24,5,3.5,1,1
2046,250,58,1,181,104,6.0,1176.0,2,3.45,35,1.48,2024-04-16,4,,0,1
2047,210,50,0,109,96,6.0,1248.31,3,3.37,24,1.95,2023-10-29,11,,0,1
2048,203,49,1,154,62,6.0,1395.21,3,3.76,36,1.53,2024-04-07,5,3.5,1,1
2049,201,57,0,198,80,6.0,1431.13,5,3.08,19,0.89,2024-11-15,3,,0,1
2050,160,53,1,153,79,5.0,1062.17,7,3.25,36,1.44,2024-04-16,12,,1,1
2051,164,51,1,126,91,6.0,1462.73,3,3.53,38,1.9,2023-11-14,4,,0,1
2052,191,58,0,133,62,6.0,1369.52,5,3.41,56,1.93,2023-10-26,7,,0,1
2053,165,49,0,160,61,4.0,1047.75,5,3.75,63,2.48,2023-04-22,5,,1,1
2054,211,46,2,141,105,5.0,1131.3,5,3.44,56,2.0,2023-10-11,4,4.0,0,1
2056,195,54,1,149,64,4.0,1362.35,3,3.49,9,0.52,2025-04-12,5,5.0,1,1
2057,172,43,1,151,106,4.0,1375.42,2,3.39,35,1.42,2024-04-22,4,,1,1
2059,229,49,2,175,70,5.0,1178.03,3,3.57,38,2.0,2023-09-26,4,5.0,1,1
2060,194,44,1,178,64,4.0,1034.46,3,3.59,51,1.43,2024-05-02,5,,1,1
2061,177,50,0,179,81,5.0,1338.97,7,3.52,24,1.42,2024-05-15,1,,1,1
2062,203,49,1,153,79,5.0,1062.17,7,3.25,36,1.44,2024-05-04,7,,1,1
2063,220,41,1,106,107,4.0,1131.28,5,3.41,13,0.98,2024-10-21,4,,0,1
2064,166,54,0,138,77,5.0,1361.3,3,3.69,10,0.53,2025-04-02,3,,1,1
2065,225,59,1,112,94,5.0,1245.12,2,3.43,65,2.04,2023-09-18,8,,1,1
2066,219,46,1,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-06,5,,1,1
2067,206,40,0,104,95,4.0,1336.4,5,3.48,30,2.5,2023-04-14,3,3.0,0,1
2068,177,50,0,143,108,5.0,1330.24,3,3.63,21,1.03,2024-09-21,4,,0,1
2069,211,46,2,134,109,5.0,1213.95,2,3.56,45,1.51,2024-04-06,5,,1,1
2070,216,52,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-11-18,3,,0,1
2071,186,43,1,169,96,6.0,1012.73,7,3.21,42,1.46,2024-05-04,2,4.5,1,1
2072,213,46,1,109,96,6.0,1248.31,3,3.37,24,1.95,2023-11-06,3,,1,1
2073,151,47,0,172,110,6.0,1418.78,3,3.52,1,0.02,2025-10-11,4,,1,1
2075,187,47,1,181,104,6.0,1176.0,2,3.45,35,1.48,2024-04-06,7,,1,1
2076,188,45,0,155,111,6.0,1186.21,3,3.36,49,1.98,2023-10-25,2,,1,1
2077,206,40,0,122,76,4.0,1398.81,2,3.51,23,1.44,2024-04-22,4,,1,1
2078,236,49,1,171,93,5.0,1028.06,5,3.56,41,1.48,2024-04-20,8,,0,1
2079,151,47,0,144,112,5.0,1365.41,7,3.65,12,0.4,2025-05-23,2,,0,1
2080,175,43,1,159,80,6.0,1488.64,7,3.43,44,1.43,2024-04-22,8,,1,1
2081,233,56,0,144,112,5.0,1365.41,7,3.65,12,0.4,2025-05-13,6,,0,1
2082,183,51,1,174,113,6.0,1107.15,2,3.4,7,0.48,2025-04-23,7,,1,1
2083,151,47,0,178,64,4.0,1034.46,3,3.59,51,1.43,2024-04-22,7,4.5,0,1
2084,152,42,1,144,112,5.0,1365.41,7,3.65,12,0.4,2025-05-22,7,3.5,1,1
2085,207,54,1,122,76,4.0,1398.81,2,3.51,23,1.44,2024-04-17,6,,0,1
2086,209,45,1,118,96,6.0,1318.55,5,3.42,31,2.01,2023-10-08,7,4.5,1,1
2087,217,53,0,200,89,4.0,1210.21,5,3.4,34,1.55,2024-03-06,3,,1,1
2088,250,58,1,149,64,4.0,1362.35,3,3.49,9,0.52,2025-03-22,4,5.0,0,1
2089,192,40,1,179,81,5.0,1338.97,7,3.52,24,1.42,2024-05-09,7,3.5,1,1
2090,243,46,1,190,65,4.0,1184.29,3,3.58,34,1.56,2024-03-05,4,,1,1
2091,154,46,0,198,80,6.0,1431.13,5,3.08,19,0.89,2024-11-26,5,,1,1
2092,242,50,0,170,93,5.0,1290.47,5,3.54,32,1.55,2024-03-08,6,3.5,1,1
2093,175,43,1,181,104,6.0,1176.0,2,3.45,35,1.48,2024-04-13,3,,1,1
2094,189,56,1,150,64,4.0,1321.33,7,3.72,47,1.99,2023-10-16,4,,1,1
2095,209,45,1,175,70,5.0,1178.03,3,3.57,38,2.0,2023-10-07,2,,0,1
2096,158,56,1,133,62,6.0,1369.52,5,3.41,56,1.93,2023-11-14,2,,0,1
2097,205,53,0,161,92,6.0,1437.42,2,3.36,42,1.93,2023-11-08,6,,1,1
2099,161,53,2,106,107,4.0,1131.28,5,3.41,13,0.98,2024-10-23,6,,0,1
2100,194,44,1,117,114,4.0,1214.8,2,3.6,55,1.56,2024-03-06,5,4.0,1,1
2102,240,53,0,149,64,4.0,1362.35,3,3.49,9,0.52,2025-03-26,4,,1,1
2103,201,57,0,170,93,5.0,1290.47,5,3.54,32,1.55,2024-03-17,3,,1,1
2104,237,45,1,112,94,5.0,1245.12,2,3.43,65,2.04,2023-09-29,5,,0,1
2105,216,52,0,114,115,5.0,1451.8,7,3.59,22,1.05,2024-09-26,4,4.0,1,1
2107,177,50,0,166,87,6.0,1215.76,7,3.47,27,0.95,2024-10-29,6,,1,1
2109,214,47,1,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-07,5,,1,1
2110,231,42,1,124,87,6.0,1435.63,3,3.61,15,1.0,2024-09-23,3,5.0,1,1
2111,176,55,0,129,106,4.0,1387.01,3,,0,0.01,2025-09-28,6,,1,1
2112,201,57,0,181,104,6.0,1176.0,2,3.45,35,1.48,2024-04-03,2,5.0,1,1
2113,188,45,0,177,111,6.0,1188.75,5,3.35,50,2.0,2023-09-26,5,,1,1
2114,210,50,0,121,72,4.0,1303.67,2,3.31,54,1.45,2024-04-16,5,5.0,1,1
2115,156,54,2,184,99,4.0,1176.65,3,3.65,22,1.02,2024-09-17,5,,1,1
2116,209,45,1,172,110,6.0,1418.78,3,3.52,1,0.02,2025-10-07,5,,0,1
2117,244,44,0,194,99,4.0,1016.8,3,3.45,66,2.56,2023-03-24,4,,1,1
2118,177,50,0,112,94,5.0,1245.12,2,3.43,65,2.04,2023-09-12,6,,1,1
2119,230,44,1,124,87,6.0,1435.63,3,3.61,15,1.0,2024-09-24,10,4.0,1,1
2120,177,50,0,152,103,6.0,1096.19,5,3.72,12,0.43,2025-04-22,7,5.0,0,1
2121,219,46,1,184,99,4.0,1176.65,3,3.65,22,1.02,2024-09-30,4,,1,1
2122,208,48,1,192,98,4.0,1125.13,3,3.54,27,1.41,2024-04-30,5,,1,1
2123,234,46,1,178,64,4.0,1034.46,3,3.59,51,1.43,2024-05-05,6,,0,1
2124,245,58,2,196,97,5.0,1474.83,3,3.66,46,1.55,2024-03-17,5,,0,1
2125,203,49,1,162,82,6.0,1426.37,7,3.44,44,2.01,2023-09-29,6,,0,1
2127,176,55,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-17,3,,1,1
2128,228,57,1,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-07,1,4.0,0,1
2129,226,55,2,102,63,5.0,1147.21,3,3.58,39,2.55,2023-03-20,5,,0,1
2130,170,48,1,182,90,4.0,1268.32,7,3.68,31,2.41,2023-05-08,4,,1,1
2131,162,45,1,182,90,4.0,1268.32,7,3.68,31,2.41,2023-04-29,5,,0,1
2132,203,49,1,172,110,6.0,1418.78,3,3.52,1,0.02,2025-10-03,4,,1,1
2133,227,58,0,185,61,4.0,1252.31,5,3.44,22,1.55,2024-03-17,3,,1,1
2134,173,45,0,188,86,4.0,1298.08,7,3.57,33,1.43,2024-04-28,9,,1,1
2135,189,56,1,131,116,4.0,1454.58,2,3.48,32,1.42,2024-05-03,5,,1,1
2136,233,56,0,128,84,5.0,1286.02,5,3.84,14,0.95,2024-10-30,2,,0,1
2137,210,50,0,142,85,6.0,1090.65,2,3.63,49,1.96,2023-10-08,6,5.0,0,1
2138,168,41,1,166,87,6.0,1215.76,7,3.47,27,0.95,2024-10-30,4,,1,1
2139,202,43,1,150,64,4.0,1321.33,7,3.72,47,1.99,2023-10-06,3,,1,1
2140,197,41,1,172,110,6.0,1418.78,3,3.52,1,0.02,2025-09-22,4,,0,1
2141,217,53,0,146,117,4.0,1466.17,7,3.51,38,1.52,2024-04-08,4,3.5,1,1
2142,152,42,1,197,101,4.0,1038.31,5,3.33,16,0.89,2024-11-11,6,5.0,1,1
2143,218,45,0,192,98,4.0,1125.13,3,3.54,27,1.41,2024-05-06,5,4.5,1,1
2144,155,41,0,110,88,6.0,1268.96,3,3.53,43,1.91,2023-11-11,3,,1,1
2145,155,41,0,185,61,4.0,1252.31,5,3.44,22,1.55,2024-03-08,5,,0,1
2146,152,42,1,131,116,4.0,1454.58,2,3.48,32,1.42,2024-05-10,8,,0,1
2148,208,48,1,184,99,4.0,1176.65,3,3.65,22,1.02,2024-10-06,4,,0,1
2149,192,40,1,183,67,4.0,1288.22,3,3.52,52,1.98,2023-10-22,4,,1,1
2150,180,48,0,117,114,4.0,1214.8,2,3.6,55,1.56,2024-03-09,3,,1,1
2151,165,49,0,192,98,4.0,1125.13,3,3.54,27,1.41,2024-05-08,7,,0,1
2152,189,56,1,134,109,5.0,1213.95,2,3.56,45,1.51,2024-04-09,8,,1,1
2153,160,53,1,134,109,5.0,1213.95,2,3.56,45,1.51,2024-03-22,4,,0,1
2154,180,48,0,163,61,4.0,1401.11,5,3.63,52,2.55,2023-03-28,6,,0,1
2155,173,45,0,192,98,4.0,1125.13,3,3.54,27,1.41,2024-04-30,3,,0,1
2156,152,42,1,120,74,5.0,1305.82,5,3.65,63,2.45,2023-05-08,6,,0,1
2157,216,52,0,182,90,4.0,1268.32,7,3.68,31,2.41,2023-05-05,6,,1,1
2158,234,46,1,140,118,5.0,1453.78,5,3.7,6,0.52,2025-04-15,5,,0,1
2159,194,44,1,159,80,6.0,1488.64,7,3.43,44,1.43,2024-04-20,5,,1,1
2160,209,45,1,189,66,4.0,1331.77,2,3.43,54,2.56,2023-03-25,7,,0,1
2161,201,57,0,108,100,4.0,1259.76,7,3.84,39,1.52,2024-04-11,5,4.0,1,1
2162,213,46,1,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-10,4,,0,1
2163,187,47,1,126,91,6.0,1462.73,3,3.53,38,1.9,2023-11-04,8,3.5,1,1
2165,239,46,1,175,70,5.0,1178.03,3,3.57,38,2.0,2023-10-16,6,,1,1
2167,222,47,0,142,85,6.0,1090.65,2,3.63,49,1.96,2023-10-27,5,4.5,1,1
2168,151,47,0,162,82,6.0,1426.37,7,3.44,44,2.01,2023-09-22,3,,1,1
2169,181,42,0,147,73,6.0,1406.74,2,3.35,46,1.99,2023-10-12,3,,1,1
2170,211,46,2,155,111,6.0,1186.21,3,3.36,49,1.98,2023-10-24,4,,0,1
2172,222,47,0,187,65,4.0,1482.97,3,3.89,29,1.46,2024-04-24,4,,1,1
2173,244,44,0,112,94,5.0,1245.12,2,3.43,65,2.04,2023-10-01,11,5.0,1,1
2174,175,43,1,174,113,6.0,1107.15,2,3.4,7,0.48,2025-04-11,2,,0,1
2175,250,58,1,156,68,6.0,1165.79,7,3.56,47,1.48,2024-04-06,4,4.5,1,1
2177,178,57,2,200,89,4.0,1210.21,5,3.4,34,1.55,2024-03-24,5,4.5,1,1
2178,228,57,1,130,90,4.0,1350.16,2,3.47,1,0.03,2025-10-09,1,,1,1
2179,187,47,1,162,82,6.0,1426.37,7,3.44,44,2.01,2023-09-24,5,,0,1
2180,248,49,2,104,95,4.0,1336.4,5,3.48,30,2.5,2023-04-11,4,,1,1
2181,245,58,2,131,116,4.0,1454.58,2,3.48,32,1.42,2024-05-07,2,,1,1
2182,155,41,0,109,96,6.0,1248.31,3,3.37,24,1.95,2023-11-01,2,,1,1
2183,202,43,1,126,91,6.0,1462.73,3,3.53,38,1.9,2023-11-09,3,,0,1
2184,181,42,0,103,71,5.0,1097.98,2,3.62,32,1.45,2024-04-25,5,,0,1
2185,189,56,1,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-08,7,,1,1
2186,181,42,0,135,119,5.0,1081.19,5,3.36,30,1.92,2023-11-08,9,5.0,1,1
2187,173,45,0,110,88,6.0,1268.96,3,3.53,43,1.91,2023-11-21,5,,1,1
2188,242,50,0,157,120,4.0,1408.7,7,3.5,29,0.98,2024-10-04,4,,1,1
2189,170,48,1,135,119,5.0,1081.19,5,3.36,30,1.92,2023-10-24,3,,1,1
2190,238,45,0,149,64,4.0,1362.35,3,3.49,9,0.52,2025-04-02,3,,1,1
2192,174,58,1,190,65,4.0,1184.29,3,3.58,34,1.56,2024-03-03,2,4.5,0,1
2193,232,53,1,152,103,6.0,1096.19,5,3.72,12,0.43,2025-05-06,2,,0,1
2194,219,46,1,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-18,9,4.5,1,1
2195,184,47,1,130,90,4.0,1350.16,2,3.47,1,0.03,2025-09-29,6,5.0,1,1
2196,185,42,1,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-09,7,,0,1
2197,170,48,1,158,84,5.0,1194.71,7,3.71,33,1.45,2024-04-26,4,,1,1
2198,237,45,1,192,98,4.0,1125.13,3,3.54,27,1.41,2024-04-25,5,3.5,1,1
2199,233,56,0,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-25,3,,1,1
2200,238,45,0,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-08,3,,0,1
2201,233,56,0,168,69,5.0,1305.08,7,3.29,23,1.9,2023-11-07,6,,1,1
2202,163,44,0,106,107,4.0,1131.28,5,3.41,13,0.98,2024-10-05,6,,1,1
2203,151,47,0,125,102,5.0,1374.64,7,3.27,1,0.02,2025-09-26,2,,1,1
2204,200,53,0,125,102,5.0,1374.64,7,3.27,1,0.02,2025-09-28,4,,1,1
2205,249,51,0,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-12,6,4.0,1,1
2206,179,52,2,172,110,6.0,1418.78,3,3.52,1,0.02,2025-09-22,8,,1,1
2207,201,57,0,188,86,4.0,1298.08,7,3.57,33,1.43,2024-04-25,2,,1,1
2208,183,51,1,171,93,5.0,1028.06,5,3.56,41,1.48,2024-04-15,4,,0,1
2209,172,43,1,157,120,4.0,1408.7,7,3.5,29,0.98,2024-10-04,6,,1,1
2210,194,44,1,157,120,4.0,1408.7,7,3.5,29,0.98,2024-10-24,3,,1,1
2211,168,41,1,159,80,6.0,1488.64,7,3.43,44,1.43,2024-04-28,3,3.5,0,1
2212,180,48,0,151,106,4.0,1375.42,2,3.39,35,1.42,2024-04-30,6,4.5,0,1
2213,238,45,0,124,87,6.0,1435.63,3,3.61,15,1.0,2024-10-17,3,5.0,0,1
2214,178,57,2,116,66,4.0,1369.72,2,3.45,14,0.51,2025-03-27,4,4.0,0,1
2215,195,54,1,181,104,6.0,1176.0,2,3.45,35,1.48,2024-04-05,7,,1,1
2216,206,40,0,140,118,5.0,1453.78,5,3.7,6,0.52,2025-04-04,2,,1,1
2217,205,53,0,128,84,5.0,1286.02,5,3.84,14,0.95,2024-11-06,5,,0,1
2218,159,53,1,143,108,5.0,1330.24,3,3.63,21,1.03,2024-10-07,3,,1,1
2219,210,50,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-16,2,,1,1
2220,246,52,0,165,61,4.0,1191.02,3,3.26,31,1.43,2024-05-08,3,,0,1
2222,243,46,1,187,65,4.0,1482.97,3,3.89,29,1.46,2024-04-25,3,,0,1
2223,243,46,1,152,103,6.0,1096.19,5,3.72,12,0.43,2025-04-20,6,,1,1
2224,224,53,0,182,90,4.0,1268.32,7,3.68,31,2.41,2023-05-18,6,,1,1
2225,175,43,1,150,64,4.0,1321.33,7,3.72,47,1.99,2023-10-17,4,,1,1
2226,206,40,0,142,85,6.0,1090.65,2,3.63,49,1.96,2023-10-12,6,5.0,0,1
2227,238,45,0,167,73,6.0,1003.15,7,3.52,61,1.96,2023-10-22,3,,0,1
2228,245,58,2,146,117,4.0,1466.17,7,3.51,38,1.52,2024-04-05,5,,0,1
2229,245,58,2,111,84,5.0,1087.1,7,3.28,41,1.97,2023-10-27,2,3.5,1,1
2230,184,47,1,143,108,5.0,1330.24,3,3.63,21,1.03,2024-10-01,5,,0,1
2231,151,47,0,104,95,4.0,1336.4,5,3.48,30,2.5,2023-03-25,6,,0,1
2232,210,50,0,165,61,4.0,1191.02,3,3.26,31,1.43,2024-05-08,6,5.0,0,1
2233,181,42,0,185,61,4.0,1252.31,5,3.44,22,1.55,2024-03-24,9,,1,1
2234,176,55,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-10-28,6,3.5,0,1
2235,184,47,1,147,73,6.0,1406.74,2,3.35,46,1.99,2023-10-21,3,,0,1
2236,162,45,1,149,64,4.0,1362.35,3,3.49,9,0.52,2025-04-14,1,,0,1
2237,193,40,0,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-23,8,,0,1
2238,167,58,0,183,67,4.0,1288.22,3,3.52,52,1.98,2023-10-21,9,,0,1
2239,192,40,1,197,101,4.0,1038.31,5,3.33,16,0.89,2024-11-27,5,,1,1
2240,191,58,0,165,61,4.0,1191.02,3,3.26,31,1.43,2024-04-22,7,,1,1
2241,227,58,0,200,89,4.0,1210.21,5,3.4,34,1.55,2024-03-30,4,,1,1
2242,226,55,2,171,93,5.0,1028.06,5,3.56,41,1.48,2024-03-30,8,,1,1
2243,160,53,1,157,120,4.0,1408.7,7,3.5,29,0.98,2024-10-08,9,,1,1
2244,164,51,1,158,84,5.0,1194.71,7,3.71,33,1.45,2024-04-26,3,,0,1
2245,163,44,0,103,71,5.0,1097.98,2,3.62,32,1.45,2024-04-28,5,,1,1
2246,248,49,2,186,109,5.0,1339.76,3,3.51,35,1.43,2024-05-07,3,2.5,1,1
2247,173,45,0,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-17,2,4.0,1,1
2248,202,43,1,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-21,3,,0,1
2249,205,53,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-11-13,6,4.0,1,1
2250,219,46,1,151,106,4.0,1375.42,2,3.39,35,1.42,2024-04-24,3,,0,1
2251,157,55,1,192,98,4.0,1125.13,3,3.54,27,1.41,2024-05-03,5,,1,1
2252,155,41,0,145,72,4.0,1294.96,3,3.4,35,0.9,2024-11-17,3,,1,1
2253,227,58,0,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-14,8,,1,1
2254,245,58,2,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-14,3,,1,1
2255,236,49,1,105,78,6.0,1256.14,7,3.94,19,1.47,2024-04-10,12,,1,1
2256,206,40,0,167,73,6.0,1003.15,7,3.52,61,1.96,2023-10-09,11,5.0,0,1
2257,175,43,1,198,80,6.0,1431.13,5,3.08,19,0.89,2024-11-20,5,,0,1
2258,184,47,1,101,71,5.0,1286.09,2,3.87,20,1.04,2024-10-01,2,,1,1
2259,171,43,0,171,93,5.0,1028.06,5,3.56,41,1.48,2024-04-04,11,,1,1
2260,152,42,1,105,78,6.0,1256.14,7,3.94,19,1.47,2024-04-06,5,,1,1
2261,182,51,1,179,81,5.0,1338.97,7,3.52,24,1.42,2024-05-08,6,,1,1
2262,182,51,1,125,102,5.0,1374.64,7,3.27,1,0.02,2025-09-17,9,,1,1
2263,186,43,1,120,74,5.0,1305.82,5,3.65,63,2.45,2023-04-22,7,3.0,1,1
2264,177,50,0,109,96,6.0,1248.31,3,3.37,24,1.95,2023-10-23,3,4.0,0,1
2265,205,53,0,103,71,5.0,1097.98,2,3.62,32,1.45,2024-05-07,3,,0,1
2266,181,42,0,130,90,4.0,1350.16,2,3.47,1,0.03,2025-09-26,3,,1,1
2267,164,51,1,178,64,4.0,1034.46,3,3.59,51,1.43,2024-05-14,7,,1,1
2268,176,55,0,158,84,5.0,1194.71,7,3.71,33,1.45,2024-04-12,1,,1,1
2269,179,52,2,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-15,7,,1,1
2270,181,42,0,140,118,5.0,1453.78,5,3.7,6,0.52,2025-04-08,4,,0,1
2271,200,53,0,172,110,6.0,1418.78,3,3.52,1,0.02,2025-10-05,1,,0,1
2272,159,53,1,125,102,5.0,1374.64,7,3.27,1,0.02,2025-09-30,3,,1,1
2273,180,48,0,168,69,5.0,1305.08,7,3.29,23,1.9,2023-11-02,1,,0,1
2274,216,52,0,120,74,5.0,1305.82,5,3.65,63,2.45,2023-04-17,8,,1,1
2275,195,54,1,134,109,5.0,1213.95,2,3.56,45,1.51,2024-04-03,4,3.0,1,1
2276,179,52,2,137,83,6.0,1027.95,3,3.21,19,0.96,2024-10-28,2,,0,1
2277,245,58,2,153,79,5.0,1062.17,7,3.25,36,1.44,2024-05-02,4,,1,1
2278,206,40,0,199,87,6.0,1466.02,7,3.89,12,0.96,2024-10-28,4,,0,1
2279,232,53,1,156,68,6.0,1165.79,7,3.56,47,1.48,2024-04-07,6,,0,1
2280,175,43,1,153,79,5.0,1062.17,7,3.25,36,1.44,2024-04-18,3,,0,1
2281,168,41,1,103,71,5.0,1097.98,2,3.62,32,1.45,2024-05-06,3,,1,1
2282,240,53,0,102,63,5.0,1147.21,3,3.58,39,2.55,2023-03-29,5,,0,1
2283,208,48,1,133,62,6.0,1369.52,5,3.41,56,1.93,2023-11-05,2,,1,1
2284,183,51,1,123,77,5.0,1047.24,7,3.63,51,2.5,2023-04-06,6,,1,1
2285,182,51,1,190,65,4.0,1184.29,3,3.58,34,1.56,2024-03-07,8,,1,1
2286,217,53,0,166,87,6.0,1215.76,7,3.47,27,0.95,2024-10-16,9,,0,1
2287,157,55,1,108,100,4.0,1259.76,7,3.84,39,1.52,2024-04-02,5,,1,1
2288,211,46,2,109,96,6.0,1248.31,3,3.37,24,1.95,2023-10-11,4,,1,1
2289,205,53,0,187,65,4.0,1482.97,3,3.89,29,1.46,2024-04-30,3,,1,1
2290,244,44,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-10-03,3,,0,1
2291,215,58,0,125,102,5.0,1374.64,7,3.27,1,0.02,2025-10-02,3,4.0,1,1
2292,235,52,0,191,75,5.0,1245.53,3,3.58,51,1.95,2023-10-22,8,5.0,0,1
2293,193,40,0,192,98,4.0,1125.13,3,3.54,27,1.41,2024-05-17,5,4.5,1,1
2294,247,47,0,198,80,6.0,1431.13,5,3.08,19,0.89,2024-11-23,3,,1,1
2295,241,58,1,134,109,5.0,1213.95,2,3.56,45,1.51,2024-03-24,6,5.0,1,1
2296,151,47,0,101,71,5.0,1286.09,2,3.87,20,1.04,2024-09-11,8,,1,1
2298,215,58,0,176,63,5.0,1350.76,5,3.36,58,2.49,2023-04-24,4,,0,1
2299,194,44,1,152,103,6.0,1096.19,5,3.72,12,0.43,2025-05-15,7,,1,1
2300,197,41,1,178,64,4.0,1034.46,3,3.59,51,1.43,2024-04-25,2,,0,1
2301,211,46,2,182,90,4.0,1268.32,7,3.68,31,2.41,2023-05-11,4,,0,1
2302,161,53,2,173,74,5.0,1495.96,3,3.44,14,1.02,2024-09-29,2,,1,1
2303,175,43,1,161,92,6.0,1437.42,2,3.36,42,1.93,2023-10-29,2,,0,1
2304,175,43,1,114,115,5.0,1451.8,7,3.59,22,1.05,2024-09-21,3,,0,1
2305,239,46,1,162,82,6.0,1426.37,7,3.44,44,2.01,2023-10-09,1,,0,1
2306,212,50,2,160,61,4.0,1047.75,5,3.75,63,2.48,2023-04-20,6,,0,1
2307,181,42,0,102,63,5.0,1147.21,3,3.58,39,2.55,2023-03-20,8,,0,1
2308,216,52,0,113,77,5.0,1449.2,3,3.63,31,1.97,2023-10-18,5,,0,1
2309,243,46,1,150,64,4.0,1321.33,7,3.72,47,1.99,2023-10-11,10,,1,1
2310,250,58,1,191,75,5.0,1245.53,3,3.58,51,1.95,2023-10-21,2,,0,1
2311,230,44,1,111,84,5.0,1087.1,7,3.28,41,1.97,2023-10-12,5,,0,1
